label,n_interests,n_projects,interests,subj_1_name,subj_1_score,subj_2_name,subj_2_score,subj_3_name,subj_3_score,subj_4_name,subj_4_score,subj_5_name,subj_5_score,project_skills
DBM,1,2,Data Science & Analytics,IoT,68.4,Engineering Mathematics-IV,62.68214779316921,Database Management Systems,60.6,Automata Theory,57.4,Full Stack Development,57.1,kpi|ecommerce|dashboard|agile|cyber|crm|analytics|react|seo|web
EAM,1,1,Mobile & IoT Development,Operating Systems,48.5,Design & Analysis of Algorithms,48.0,Engineering Mathematics-IV,44.68899725613524,Engineering Mathematics-III,44.121113419952515,Computer Networks,41.6,sensor|power|efficiency|hvac
OR,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-IV,62.96508473631892,Operating Systems,56.4,Engineering Mathematics-III,55.449552055115035,Database Management Systems,53.9,Cryptography & Network Security,52.7,simplex|supply chain|scheduling|authentication|simulation|cyber|optimization|inventory
OR,3,3,Data Science & Analytics|Artificial Intelligence & Machine Learning|Web Development,Engineering Mathematics-III,76.3,Engineering Mathematics-IV,75.3,Operating Systems,75.3,Full Stack Development,68.1,Digital Logic & Design,67.6,network security|simplex|scheduling|quality|linear programming|simulation|inventory|optimization|scipy
RE,1,2,Network & Wireless Systems,IoT,60.3,Software Engineering,59.3,Engineering Mathematics-IV,57.6,Computer Networks,57.2,Cryptography & Network Security,55.4,fault tree|quality|simulation|testing|fmea|risk
CSL,3,2,Network & Wireless Systems|Cloud & Distributed Systems|Web Development,Software Engineering,75.03100953459051,Microcontroller & Embedded Systems,69.5,Full Stack Development,62.3,Operating Systems,61.5,Database Management Systems,59.67918632584977,vulnerability|authentication|phishing|security|cyber|forensics|encryption
RE,1,3,Network & Wireless Systems,Computer Networks,38.0,Engineering Mathematics-III,32.2,Data Structures and Algorithms,30.7,Software Engineering,21.0,Digital Logic & Design,20.9,weibull|fault tree|testing|risk|reliability
RE,1,1,Network & Wireless Systems,Engineering Mathematics-IV,75.5,Operating Systems,73.0,Full Stack Development,72.1,Python,69.4,Computer Networks,69.0,testing|simulation|energy
DBM,2,2,Web Development|Data Science & Analytics,Software Engineering,99.7,Python,95.7,Database Management Systems,91.1,Java,89.3,Engineering Mathematics-IV,86.2,seo|dashboard|crm|digital marketing
EAM,2,3,Mobile & IoT Development|Network & Wireless Systems,Engineering Mathematics-III,100.0,Engineering Mathematics-IV,100.0,C++,91.5,IoT,84.1,Database Management Systems,76.7,audit|solar|power|sensor|iot|renewable|energy
CSL,1,2,Network & Wireless Systems,Operating Systems,75.1,C++,59.5,Software Engineering,59.499752299251874,Database Management Systems,54.800581916411446,Java,50.5,vulnerability|authentication|phishing|security|firewall|forensics|encryption
DBM,1,2,Data Science & Analytics,Software Engineering,65.1,IoT,64.5,Artificial Intelligence,54.0,Java,52.2,Engineering Mathematics-III,50.8,simplex|kpi|ecommerce|digital marketing|dashboard|analytics
RE,1,2,Network & Wireless Systems,Computer Networks,72.1,Automata Theory,68.7,Artificial Intelligence,68.2,Design & Analysis of Algorithms,67.8,Software Engineering,67.6,simulation|testing|probability|risk|reliability
CSL,3,1,Network & Wireless Systems|Cloud & Distributed Systems|Web Development,Operating Systems,100.0,Automata Theory,100.0,Cryptography & Network Security,100.0,Database Management Systems,98.2,Artificial Intelligence,97.7,vulnerability|phishing|security|network security|seo|forensics|encryption
OR,1,3,Data Science & Analytics,Operating Systems,73.5,Engineering Mathematics-IV,71.8,Cryptography & Network Security,71.79680631597265,Design & Analysis of Algorithms,70.0,Digital Logic & Design,68.1,simplex|supply chain|scheduling|simulation|linear programming|queuing|optimization|inventory
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,Cryptography & Network Security,50.034874960654676,Operating Systems,35.4,Full Stack Development,34.0,Microcontroller & Embedded Systems,33.1,Digital Logic & Design,29.9,audit|solar|power|iot|sensor|energy
DBM,1,3,Web Development,Design & Analysis of Algorithms,93.4,Operating Systems,87.7,Microcontroller & Embedded Systems,70.7,Cryptography & Network Security,69.3,Computer Networks,69.0,supply chain|kpi|digital marketing|authentication|crm|analytics|react|seo|web
EAM,1,2,Mobile & IoT Development,Computer Networks,81.2,Data Structures and Algorithms,76.1,Operating Systems,72.1,IoT,71.0,Microcontroller & Embedded Systems,70.6,audit|solar|monitoring|power|scheduling|sensor|efficiency|renewable|energy
OR,2,2,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-III,81.9,Python,58.9,Engineering Mathematics-IV,57.8,Design & Analysis of Algorithms,53.5,Artificial Intelligence,52.5,supply chain|authentication|linear programming|simulation|queuing|inventory|optimization|scipy
OR,2,2,Data Science & Analytics|Web Development,Engineering Mathematics-III,64.7,Operating Systems,59.3,Computer Networks,52.7,Automata Theory,51.1,Java,50.5,supply chain|simplex|monitoring|scheduling|simulation|linear programming|queuing|inventory
RE,1,0,Network & Wireless Systems,Engineering Mathematics-IV,69.0,Data Structures and Algorithms,65.9,Microcontroller & Embedded Systems,61.8,Engineering Mathematics-III,61.0,Artificial Intelligence,60.7,
OR,2,0,Data Science & Analytics|Artificial Intelligence & Machine Learning,C++,59.5,Operating Systems,55.2,Engineering Mathematics-III,52.9,Digital Logic & Design,52.3,Python,51.9,
OR,1,3,Data Science & Analytics,Engineering Mathematics-IV,67.2,Java,61.3,Artificial Intelligence,50.4,Microcontroller & Embedded Systems,45.2,C++,42.2,supply chain|simplex|scheduling|simulation|linear programming|scipy|queuing|optimization|risk
EAM,1,2,Mobile & IoT Development,Engineering Mathematics-III,71.9,Java,69.6,Design & Analysis of Algorithms,62.6,IoT,62.3,Digital Logic & Design,62.2,audit|monitoring|sensor|iot|hvac|renewable|energy
RE,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Software Engineering,48.9,Digital Logic & Design,46.7,Python,44.0,Engineering Mathematics-IV,43.9,Java,43.7,weibull|fault tree|encryption|quality|simulation|fmea|testing|probability|risk|reliability
OR,1,2,Data Science & Analytics,Design & Analysis of Algorithms,95.9,Operating Systems,93.7,Engineering Mathematics-IV,90.0,C++,88.9,Microcontroller & Embedded Systems,84.8,simplex|supply chain|scheduling|simulation|linear programming|queuing
EAM,2,3,Mobile & IoT Development|Network & Wireless Systems,Microcontroller & Embedded Systems,45.0,Operating Systems,43.1,IoT,40.8,Design & Analysis of Algorithms,39.4,Database Management Systems,35.4,audit|simplex|solar|monitoring|power|sensor|renewable|energy
EAM,1,0,Mobile & IoT Development,IoT,38.3,Microcontroller & Embedded Systems,38.0,Engineering Mathematics-III,25.3,Java,24.9,Engineering Mathematics-IV,23.9,
EAM,1,3,Mobile & IoT Development,Engineering Mathematics-IV,77.2,Digital Logic & Design,76.0,Design & Analysis of Algorithms,72.5,Microcontroller & Embedded Systems,69.2,Artificial Intelligence,68.3,solar|monitoring|power|sensor|dashboard|iot|efficiency|hvac|renewable|energy
CSL,1,4,Network & Wireless Systems,Operating Systems,50.0,Full Stack Development,44.9,Engineering Mathematics-III,39.6,Design & Analysis of Algorithms,39.6,Computer Networks,38.4,authentication|cyber|hvac|efficiency|firewall|network security|forensics|encryption
RE,1,1,Network & Wireless Systems,Artificial Intelligence,64.6,Cryptography & Network Security,63.6,Operating Systems,63.0,Design & Analysis of Algorithms,60.2,C++,58.3,weibull|fault tree|statistics|simulation|testing|reliability
DBM,2,1,Web Development|Data Science & Analytics,IoT,68.7,Cryptography & Network Security,67.2,Computer Networks,66.1,Artificial Intelligence,64.5,Digital Logic & Design,59.6,web|analytics|agile
RE,2,4,Network & Wireless Systems|Cloud & Distributed Systems,Engineering Mathematics-III,100.0,Engineering Mathematics-IV,100.0,Digital Logic & Design,100.0,Software Engineering,100.0,Automata Theory,100.0,weibull|solar|fault tree|encryption|statistics|simulation|fmea|testing|probability|risk
DBM,1,2,Web Development,C++,83.6,Python,83.5,Software Engineering,81.5,Microcontroller & Embedded Systems,79.5,Automata Theory,79.5,simplex|supply chain|kpi|digital marketing|dashboard|crm|analytics|react|seo|web
EAM,2,3,Mobile & IoT Development|Network & Wireless Systems,Design & Analysis of Algorithms,78.6,Microcontroller & Embedded Systems,68.3,Database Management Systems,58.6,Data Structures and Algorithms,58.2,Python,56.1,audit|solar|monitoring|power|iot|hvac|renewable|optimization|energy
RE,1,3,Network & Wireless Systems,Engineering Mathematics-III,64.6,Artificial Intelligence,60.7,Data Structures and Algorithms,51.4,Design & Analysis of Algorithms,48.0,Microcontroller & Embedded Systems,46.9,weibull|fault tree|statistics|quality|simulation|fmea|testing|firewall|probability|risk
OR,2,3,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-III,100.0,C++,97.0,Engineering Mathematics-IV,91.1,Digital Logic & Design,88.6,Software Engineering,87.2,supply chain|risk|scheduling|simulation|linear programming|inventory|optimization|scipy
DBM,2,4,Data Science & Analytics|Web Development,Software Engineering,91.8,Cryptography & Network Security,86.65505843429266,Computer Networks,86.17736883648293,Java,85.6,Automata Theory,78.2,ecommerce|digital marketing|dashboard|agile|crm|analytics|react|optimization|seo|web
CSL,2,0,Network & Wireless Systems|Cloud & Distributed Systems,Design & Analysis of Algorithms,73.1,Engineering Mathematics-III,68.3,Data Structures and Algorithms,67.0,Automata Theory,65.5,Artificial Intelligence,65.5,
DBM,1,2,Data Science & Analytics,Automata Theory,68.0,Python,66.9,Design & Analysis of Algorithms,61.9,Software Engineering,60.8,Artificial Intelligence,54.4,ecommerce|dashboard|agile|testing|crm|analytics|react|seo
RE,1,1,Network & Wireless Systems,Data Structures and Algorithms,57.2,Java,55.7,Microcontroller & Embedded Systems,40.7,Automata Theory,38.9,IoT,38.7,fault tree|statistics|quality|simulation|forensics|reliability
EAM,1,1,Mobile & IoT Development,Digital Logic & Design,100.0,Operating Systems,99.7,Data Structures and Algorithms,97.1,Design & Analysis of Algorithms,93.1,Automata Theory,91.6,renewable|risk|efficiency|hvac
DBM,1,1,Web Development,C++,77.0,Java,70.5,Cryptography & Network Security,70.3,Computer Networks,69.3,Engineering Mathematics-III,65.5,dashboard|kpi|ecommerce|analytics
RE,2,3,Network & Wireless Systems|Data Science & Analytics,Cryptography & Network Security,68.6,Digital Logic & Design,56.9,Engineering Mathematics-IV,55.5,Engineering Mathematics-III,52.4,Computer Networks,52.0,fault tree|statistics|quality|cyber|fmea|testing|probability|reliability
CSL,1,1,Network & Wireless Systems,Database Management Systems,49.65900076991342,Operating Systems,34.3,C++,30.0,Artificial Intelligence,24.4,Data Structures and Algorithms,24.0,phishing|security
DBM,2,0,Data Science & Analytics|Cloud & Distributed Systems,Operating Systems,55.4,Engineering Mathematics-IV,53.2,Digital Logic & Design,52.8,Software Engineering,50.4,Database Management Systems,47.3,
CSL,1,2,Network & Wireless Systems,Cryptography & Network Security,66.2,Python,62.0,Computer Networks,61.7,Data Structures and Algorithms,60.5,Engineering Mathematics-IV,59.5,vulnerability|security|cyber|firewall|forensics|encryption
CSL,1,4,Network & Wireless Systems,Database Management Systems,88.1947249253445,Digital Logic & Design,81.5,Artificial Intelligence,79.3,Full Stack Development,78.1,Design & Analysis of Algorithms,75.1,vulnerability|authentication|simulation|phishing|security|cyber|firewall|network security|forensics|encryption
RE,1,2,Network & Wireless Systems,Computer Networks,82.56215955217291,Engineering Mathematics-IV,71.7,Engineering Mathematics-III,63.8,Database Management Systems,63.4,Cryptography & Network Security,63.18575935426361,weibull|fault tree|quality|fmea|testing|probability|risk|reliability
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,Computer Networks,65.5,IoT,36.5,Python,34.6,Java,30.8,Automata Theory,27.9,audit|solar|monitoring|power|iot|sensor|efficiency|hvac|energy
OR,2,4,Data Science & Analytics|Artificial Intelligence & Machine Learning,Engineering Mathematics-IV,57.7,Engineering Mathematics-III,55.4,Python,47.3,IoT,46.9,Database Management Systems,44.7,supply chain|simplex|scheduling|linear programming|simulation|queuing|optimization|inventory|scipy
RE,1,2,Network & Wireless Systems,Software Engineering,80.0,Automata Theory,76.4,Digital Logic & Design,74.5,Operating Systems,72.7,Design & Analysis of Algorithms,71.4,weibull|solar|fault tree|fmea|testing|probability|risk
CSL,2,3,Network & Wireless Systems|Cloud & Distributed Systems,Python,72.8,Data Structures and Algorithms,65.5,Operating Systems,62.4,Computer Networks,59.1,Design & Analysis of Algorithms,58.3,vulnerability|authentication|quality|phishing|security|cyber|firewall|network security|forensics|web
RE,2,2,Network & Wireless Systems|Data Science & Analytics,C++,93.2,Software Engineering,86.6,Microcontroller & Embedded Systems,81.1,Database Management Systems,78.2,Engineering Mathematics-III,78.1,weibull|audit|fault tree|sensor|risk|reliability
EAM,2,2,Mobile & IoT Development|Network & Wireless Systems,C++,58.9,Database Management Systems,55.6,Artificial Intelligence,50.6,Data Structures and Algorithms,49.7,IoT,48.4,solar|monitoring|sensor|iot|efficiency|hvac|renewable|reliability
CSL,1,4,Network & Wireless Systems,Engineering Mathematics-IV,75.8,Computer Networks,73.9,Full Stack Development,71.3,Software Engineering,66.1,Microcontroller & Embedded Systems,65.8,vulnerability|authentication|phishing|security|cyber|firewall|network security|risk|forensics|encryption
EAM,2,1,Mobile & IoT Development|Network & Wireless Systems,Engineering Mathematics-III,76.69874746843765,Software Engineering,62.5,Python,59.5,Computer Networks,58.0,IoT,57.2,sensor|iot|power
CSL,1,1,Network & Wireless Systems,Cryptography & Network Security,81.6,Full Stack Development,62.8,Data Structures and Algorithms,51.5,Software Engineering,50.4,Operating Systems,43.3,authentication|dashboard|security|cyber|firewall|network security|forensics
CSL,2,1,Network & Wireless Systems|Web Development,Engineering Mathematics-IV,78.0,Data Structures and Algorithms,77.7,Design & Analysis of Algorithms,76.3,Microcontroller & Embedded Systems,70.9,IoT,70.8,weibull|authentication|phishing|security
RE,1,3,Network & Wireless Systems,Engineering Mathematics-III,98.01552623127634,Java,95.5,Microcontroller & Embedded Systems,87.8,Database Management Systems,87.7,Engineering Mathematics-IV,87.63612773679615,weibull|fault tree|monitoring|statistics|quality|testing|risk
OR,1,0,Data Science & Analytics,Digital Logic & Design,58.9,Engineering Mathematics-IV,54.3,Engineering Mathematics-III,54.2,Python,54.0,Microcontroller & Embedded Systems,53.1,
EAM,1,3,Mobile & IoT Development,Operating Systems,93.4,Computer Networks,82.4,Python,80.1,Automata Theory,77.0,IoT,75.8,solar|fault tree|monitoring|power|sensor|iot|efficiency|hvac|renewable|risk
DBM,2,1,Web Development|Data Science & Analytics,Microcontroller & Embedded Systems,48.3,Software Engineering,46.8,Full Stack Development,46.2,Engineering Mathematics-III,45.2,Artificial Intelligence,39.8,kpi|ecommerce|dashboard|agile|seo|web
DBM,3,2,Data Science & Analytics|Web Development|Cloud & Distributed Systems,Database Management Systems,76.1,Computer Networks,73.2,Engineering Mathematics-III,69.6,Design & Analysis of Algorithms,61.4,Software Engineering,61.0,simplex|kpi|ecommerce|dashboard|crm|react|web
